EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,81819,"FLORHAM PARK, NJ",12/30/14,6/30/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,81819,"FLORHAM PARK, NJ",9/3/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,81837,"WINDSOR, CT",12/13/16,6/14/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,81837,"HOUSTON, TX",1/12/16,7/13/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"MELVILLE, NY",1/8/15,2/2/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"HICKSVILLE, NY",11/16/15,11/23/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"MILPITAS, CA",12/15/15,6/15/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"ARMONK, NY",4/12/16,10/2/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"DALLAS, TX",7/14/16,7/15/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82187,"MELVILLE, NY",1/8/15,2/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,82418,"BURBANK, CA",1/31/13,2/14/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,83603,"NEWARK, DE",12/19/16,6/20/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,83690,"MIDDLETOWN, NJ",1/18/13,7/18/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,84038,"MIAMI, FL",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85503,"TITUSVILLE, NJ",1/4/17,7/6/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85503,"TITUSVILLE, NJ",2/18/17,8/7/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85677,"MOLINE, IL",5/21/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85677,"FLORHAM PARK, NJ",8/18/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85825,"ATLANTA, GA",11/4/16,12/31/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85825,"ATLANTA, GA",11/30/15,5/30/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85825,"ATLANTA, GA",2/25/16,8/26/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85825,"ATLANTA, GA",3/2/15,3/15/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85891,"NOVATO, CA",12/16/14,6/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85891,"NOVATO, CA",1/15/13,7/15/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,85891,"NOVATO, CA",1/21/13,7/21/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,87403,"WILMINGTON, DE",8/8/16,1/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,87403,"WILMINGTON, DE",9/19/16,1/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,88026,"NEWARK, NJ",3/10/16,4/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,88026,"NEWARK, NJ",8/18/15,9/15/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,88843,"SANTA CLARA, CA",2/11/13,8/12/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,88980,"PRINCETON, NJ",11/6/13,5/6/14,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,88980,"PRINCETON, NJ",11/8/13,5/8/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,90514,"SAN FRANCISCO, CA",2/17/15,8/17/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,90514,"SAN FRANCISCO, CA",2/18/15,8/18/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,92710,"SAN FRANCISCO, CA",12/27/12,6/26/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,92710,"SAN FRANCISCO, CA",2/15/13,6/26/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,93136,"SAN JOSE, CA",12/1/16,6/2/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST,95181,"NOVATO, CA",1/2/14,7/2/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST (SAP ABAP),70265,"COLUMBIA, MD",1/8/13,7/8/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ANALYST.,71432,"MELVILLE, NY",1/25/13,7/25/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM CONSULTANT,77603,"SCHAUMBURG, IL",12/9/13,1/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM CONSULTANT,81910,"WILMINGTON, DE",9/13/16,12/31/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,71319,"OKLAHOMA CITY, OK",11/21/16,1/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,71319,"OKLAHOMA CITY, OK",6/17/16,6/18/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,71319,"OKLAHOMA CITY, OK",7/9/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,72233,"MOUNDS VIEW, MN",8/14/15,9/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,77997,"MOLINE, IL",8/6/15,9/7/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,83361,"FLORHAM PARK, NJ",12/31/14,7/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,85538,"FLORHAM PARK, NJ",2/4/15,8/4/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,94336,"SUNNYVALE, CA",5/19/16,11/1/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEM ENGINEER,94336,"SUNNYVALE, CA",5/19/16,11/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,64200,"COLUMBUS, OH",6/7/13,9/9/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,67350,"WEST SACRAMENTO, CA",6/9/14,6/16/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,70658,"WEST SACRAMENTO, CA",10/20/15,1/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,70658,"DALLAS, TX",7/15/14,8/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,73965,"INDIANAPOLIS, IN",12/30/13,1/17/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,74381,"NEWARK, NJ",12/30/14,6/30/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,74381,"NEWARK, NJ",1/19/15,7/19/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,74381,"NEWARK, NJ",1/20/15,7/20/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,74381,"NEWARK, NJ",2/25/15,8/9/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,79737,"NEWARK, NJ",12/29/14,6/29/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,82187,"MELVILLE, NY",1/6/16,7/7/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,83101,"SUNNYVALE, CA",12/3/14,6/3/15,DENIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,83101,"SUNNYVALE, CA",12/15/14,6/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,84031,"WILMINGTON, DE",12/16/16,6/17/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,88843,"SUNNYVALE, CA",1/21/13,7/21/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST,98838,"SUNNYVALE, CA",5/18/16,7/21/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST - BI,69098,"CHICAGO, IL",3/4/15,9/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY SYSTEMS ANALYST - BI.,69098,"CHICAGO, IL",2/3/15,8/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY TECHNICAL ARCHITECT,63939,"HOUSTON, TX",1/17/13,7/17/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY TECHNICAL ARCHITECT,73033,"HOUSTON, TX",1/28/15,7/27/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY TECHNICAL ARCHITECT,73033,"HOUSTON, TX",2/16/15,5/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY TECHNICAL SERVICES PROFESSIONAL,67350,"COSTA MESA, CA",3/6/13,9/4/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY TECHNICAL SERVICES PROFESSIONAL,86200,"COSTA MESA, CA",1/19/16,3/16/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY VENDAVO CONSULTANT,80895,"SAINT PAUL, MN",12/19/13,6/19/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY VENDAVO CONSULTANT,84880,"MOUNDS VIEW, MN",9/8/15,10/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ADVISORY VENDAVO CONSULTANT,89901,"THE WOODLANDS, TX",7/27/15,9/20/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ADVISORY VENDAVO CONSULTANT,89901,"THE WOODLANDS, TX",7/27/15,9/20/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE CONSULTANT,99144,"PISCATAWAY, NJ",1/11/17,7/13/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE DEVELOPER,80895,"NEW YORK, NY",12/15/16,6/16/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE ITERATION MANAGER,73907,"COLUMBUS, OH",1/28/15,7/28/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,AGILE ITERATION MANAGER,73907,"COLUMBUS, OH",1/28/15,7/28/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE ITERATION MANAGER,79373,"COLUMBUS, OH",11/13/13,5/13/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE ITERATION MANAGER,79373,"COLUMBUS, OH",11/26/13,5/26/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE PROJECT MANAGER,77477,"CARY, NC",12/3/14,6/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE PROJECT MANAGER,77477,"CARY, NC",3/9/15,9/8/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE PROJECT MANAGER,81837,"CARY, NC",11/2/15,5/2/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE PROJECT MANAGER,94692,"CARY, NC",1/13/17,2/12/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE SCRUM MASTER,70200,"PHOENIX, AZ",11/30/15,5/30/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,AGILE TESTER,74825,"BLOOMINGTON, IL",1/18/17,7/20/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AIO ONSITE COORDINATOR,64200,"BOISE, ID",4/28/15,5/20/15,DENIED
IBM INDIA PRIVATE LIMITED,AIO ONSITE COORDINATOR,65936,"BOISE, ID",5/1/15,5/20/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ALM ADMIN,77997,"BOISE, ID",7/20/16,8/1/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ALM ADMIN,77997,"BOISE, ID",7/20/16,8/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMDOCS CRM DEVELOPER,67350,"OVERLAND PARK, KS",7/8/14,10/1/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMEX SDM PROJECT MANAGER,69875,"PHOENIX, AZ",2/15/17,8/7/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS ORACLE SYSTEMS ADMINISTRATOR,73965,"COLUMBIA, SC",5/5/15,6/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS SUPPORT ANALYST,71319,"COLUMBIA, SC",1/11/16,1/19/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS SUPPORT ANALYST,71319,"COLUMBIA, SC",4/2/15,5/4/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS SUPPORT ANALYST,85677,"COLUMBIA, SC",10/20/15,12/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS SUPPORT ANALYST,85677,"COLUMBIA, SC",3/30/15,4/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECH LEAD,67813,"PORTLAND, OR",12/30/16,7/1/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECH LEAD ECM,67813,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECH LEAD MESSAGE BROKER,70658,"PORTLAND, OR",1/19/17,7/21/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECH LEAD WEBSPHERE PORTAL,70658,"PORTLAND, OR",1/3/17,7/5/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,67787,"PORTLAND, OR",12/15/16,6/16/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,67787,"PORTLAND, OR",12/15/16,6/16/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,67813,"PORTLAND, OR",12/21/16,6/22/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,67813,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,67813,"PORTLAND, OR",1/19/17,7/21/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,70658,"PORTLAND, OR",12/19/16,6/20/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,70658,"PORTLAND, OR",12/19/16,6/20/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,70658,"PORTLAND, OR",1/16/17,7/18/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD,77273,"PORTLAND, OR",12/15/16,6/16/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD - PLSQL,67787,"PORTLAND, OR",2/15/17,8/7/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD DATASTAGE,70658,"PORTLAND, OR",1/4/17,7/6/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD DATASTAGE,70658,"PORTLAND, OR",1/18/17,7/20/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD DATASTAGE,77273,"PORTLAND, OR",1/20/17,7/22/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD DOT NET,67813,"PORTLAND, OR",1/6/17,7/8/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD DOT NET,70658,"PORTLAND, OR",3/10/17,9/9/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD ETL DATASTAGE,70658,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD FILENET,70658,"PORTLAND, OR",1/4/17,7/6/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD HP DIALOGUE,70658,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD JAVA,67787,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD JAVA,70658,"PORTLAND, OR",1/17/17,7/19/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD JAVA,89901,"PORTLAND, OR",2/3/17,8/5/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD JAVA,104041,"PORTLAND, OR",1/16/17,7/18/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD MAINFRAME,70658,"PORTLAND, OR",12/29/16,6/30/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD MAINFRAME,70658,"PORTLAND, OR",1/9/17,7/11/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD MAINFRAMES,67813,"PORTLAND, OR",1/12/17,7/14/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD MAINFRAMES,70658,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD MAINFRAMES,70658,"PORTLAND, OR",1/12/17,7/14/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD ORACLE,77273,"PORTLAND, OR",12/27/16,6/28/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD ORACLE PL SQL,70658,"PORTLAND, OR",3/10/17,9/9/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD TESTING,81837,"PORTLAND, OR",1/19/17,7/21/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TECHNICAL LEAD-DATASTAGE,67813,"PORTLAND, OR",2/18/17,8/7/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,AMS TEST LEAD AUTOMATION TESTING,67813,"PORTLAND, OR",1/9/17,7/11/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTIC CONSULTANT,67350,"INDIANAPOLIS, IN",2/13/15,8/13/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS & CAMPAIGN STRATEGY CONSULTANT,81315,"NEW YORK CITY, NY",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS AND CAMPAIGN STRATEGY BUSINESS CONSULTANT,76923,"CHARLOTTE, NC",2/2/15,8/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS AND CAMPAIGN STRATEGY BUSINESS CONSULTANT,76923,"CHARLOTTE, NC",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS AND CAMPAIGN STRATEGY BUSINESS CONSULTANT,76923,"CHARLOTTE, NC",2/17/15,8/17/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS CONSULTANT,85020,"CHARLOTTE, NC",1/29/15,7/29/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ANALYTICS CONSULTANT,85020,"CHARLOTTE, NC",2/3/15,8/3/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS CONSULTANT,89901,"CHARLOTTE, NC",12/9/15,6/9/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,ANALYTICS CONSULTANT,89901,"CHARLOTTE, NC",12/17/15,6/17/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS CONSULTANTS,85020,"CHARLOTTE, NC",2/24/15,8/24/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS ENGAGEMENT MANAGER,93288,"RTP, NC",3/17/14,9/12/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,ANALYTICS MANAGER,97286,"SAN FRANCISCO, CA",9/21/15,9/28/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DESIGNER,81837,"CARY, NC",6/17/16,6/20/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DESIGNER,81837,"CARY, NC",8/11/16,8/24/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,62754,"CHICAGO, IL",2/10/15,8/10/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63138,"CHICAGO, IL",11/30/15,5/30/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63877,"CHICAGO, IL",11/25/15,5/25/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63877,"CHICAGO, IL",11/30/15,5/30/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63877,"CHICAGO, IL",12/7/15,6/7/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63877,"CHICAGO, IL",12/9/15,6/9/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,63877,"CHICAGO, IL",2/6/15,8/6/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,67813,"CHICAGO, IL",1/13/17,7/15/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,69098,"CHICAGO, IL",1/27/15,7/27/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,69098,"CHICAGO, IL",1/29/15,7/30/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,70658,"CHICAGO, IL",1/12/16,7/13/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"ATLANTA, GA",1/20/15,7/21/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"ATLANTA, GA",1/29/15,7/29/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"ATLANTA, GA",2/16/15,8/16/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"NE ATLANTA, GA",2/16/15,8/16/15,DENIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"NE ATLANTA, GA",2/26/15,8/26/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"NE ATLANTA, GA",2/27/15,8/27/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,74630,"ATLANTA, GA",3/3/15,9/1/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,77563,"ATLANTA, GA",11/24/15,5/24/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,77563,"ATLANTA, GA",12/15/15,6/15/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API DEVELOPER,77563,"ATLANTA, GA",12/28/15,6/28/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,API/AUTOMATION TESTER,67813,"CARY, NC",1/21/16,2/1/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO CONSULTANT,84690,"MELVILLE, NY",2/13/15,8/13/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO CONSULTANT,104998,"CAMDEN, NJ",3/14/13,3/28/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO CONSULTANT,104998,"CAMDEN, NJ",3/29/13,4/12/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO LEAD,84994,"RARITAN, NJ",4/24/13,5/2/13,WITHDRAWN
IBM INDIA PRIVATE LIMITED,APO LEAD,84994,"RARITAN, NJ",4/26/13,5/6/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO SNP - CIF CONSULTANT,70500,"BOISE, ID",2/18/13,8/18/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO SNP CTM CONSULTANT,82420,"BOISE, ID",10/21/15,11/2/15,WITHDRAWN
IBM INDIA PRIVATE LIMITED,APO SNP CTM CONSULTANT,82420,"BOISE, ID",10/22/15,11/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO SNP CTM CONSULTANT,85677,"BOISE, ID",8/15/16,11/2/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APO SNP ON SITE COORDINATOR,70500,"BOISE, ID",1/30/13,7/30/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPILICATION PROGRAMMER,63523,"PHOENIX, AZ",2/3/15,8/2/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLCATION PROGRAMMER,76544,"UNION, NJ",7/16/13,9/14/13,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICAITON DEVELOPER,74825,"CARY, NC",11/28/16,5/30/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICAITON DEVELOPER,74825,"CARY, NC",12/1/16,6/2/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION  CONSULTANT,70658,"PORTLAND, OR",1/20/16,7/21/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,APPLICATION  DEVELOPER,70304,"PISCATAWAY, NJ",11/6/15,5/6/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION  DEVELOPER,70304,"PISCATAWAY, NJ",1/6/16,7/7/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION  DEVELOPER,77997,"TAMPA, FL",7/12/16,7/27/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION  PROGRAMMER,73715,"WILMINGTON, DE",12/3/13,6/3/14,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION :PROGRAMMER,70304,"MIDDLETOWN, NJ",11/20/14,5/20/15,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION ADMIN LEAD,89901,"SAN JOSE, CA",12/23/15,6/23/16,WITHDRAWN
IBM INDIA PRIVATE LIMITED,APPLICATION ADMIN LEAD,89901,"SAN JOSE, CA",12/23/15,6/23/16,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION ADMINISTRATOR,74825,"COSTA MESA, CA",12/7/16,6/8/17,CERTIFIED
IBM INDIA PRIVATE LIMITED,APPLICATION ADMINISTRATOR,78661,"MAHWAH, NJ",12/16/15,6/16/16,CERTIFIED
